date,gap_pct,gap_band,rs_z_prior,rs_class_prior,ts_zone_prior_daily,slope_state_at_open,trend_score_at_open,ts_zone_at_open,bar_of_first_rising,has_rising_in_opening,open,high,low,close,open_to_close,open_to_high,open_to_low,reversal_ratio,cond1_gap,cond2_slope,cond3_rs,is_primary_event,gap_band_variant,rs_threshold_variant,slope_variant
2025-03-18,-0.6959794656446292,Small,-1.6979988039908809,Crushed,OS,-1.0,-56.1956065475736,BEAR,,False,476.9908675616912,477.1898401296811,470.0261900467741,472.14544677734375,-1.0158309338534133,0.0417141252634554,-1.4601280629374525,0.2958347638484395,True,True,True,True,Small,-0.5,DROPPING
2025-11-18,-0.669246761369897,Small,-1.001164056714832,Crushed,OS,-1.0,-8.997884988336184,NEUT,2.0,True,598.8484631892511,601.5350044005672,590.5791487748494,595.542724609375,-0.5520158743116637,0.4486178685353178,-1.3808692720629745,0.4530523223466074,True,True,True,True,Small,-0.5,DROPPING
2025-12-12,-0.5594820942947718,Small,-0.6264794983872461,Weak,BEAR,-1.0,-49.26968461317416,BEAR,,False,621.2795807165155,622.7376631081598,610.5733425467316,612.8304443359375,-1.3599571984699237,0.2346902162731202,-1.7232560834264807,0.1855509954549298,True,True,True,True,Small,-0.5,DROPPING
2023-08-03,-0.6543992175278067,Small,-1.2746873638697038,Crushed,BEAR,-1.0,-43.97887787600162,BEAR,3.0,True,366.4202770315307,370.3707767884127,366.2527866651259,368.2428283691406,0.4973936902113883,1.078133499839595,-0.0457099066027963,0.4832555796482527,True,True,True,True,Small,-1.0,RISING
2025-03-04,-0.5774058626220108,Small,-1.41486883106044,Crushed,OS,1.0,-73.70740232838756,OS,1.0,True,491.68635636601033,501.19811409825184,485.2788502299198,493.0494384765625,0.2772259374098831,1.9345173216807692,-1.3031693991770663,0.4881248474121111,True,True,True,True,Small,-1.0,RISING
2025-11-18,-0.669246761369897,Small,-1.001164056714832,Crushed,OS,-1.0,-8.997884988336184,NEUT,2.0,True,598.8484631892511,601.5350044005672,590.5791487748494,595.542724609375,-0.5520158743116637,0.4486178685353178,-1.3808692720629745,0.4530523223466074,True,True,True,True,Small,-1.0,RISING
2023-08-03,-0.6543992175278067,Small,-1.2746873638697038,Crushed,BEAR,-1.0,-43.97887787600162,BEAR,3.0,True,366.4202770315307,370.3707767884127,366.2527866651259,368.2428283691406,0.4973936902113883,1.078133499839595,-0.0457099066027963,0.4832555796482527,True,True,True,True,Small,-1.0,DROPPING
2023-08-08,-0.6796627755487256,Small,-1.0575776311289515,Crushed,BEAR,-1.0,-97.66385725674928,OS,,False,367.1098866903734,367.1295790590286,363.3465698139682,366.4793701171875,-0.1717514553667384,0.0053641618951494,-1.0251200016248152,0.8281238824118461,True,True,True,True,Small,-1.0,DROPPING
2024-02-21,-0.6482314448484459,Small,-2.2827260979172417,Crushed,NEUT,-1.0,-9.584251180406143,NEUT,,False,419.91230547764127,421.04976730062936,417.0242197609672,420.9607238769531,0.2496755597860612,0.2708808025271486,-0.6877830630347801,0.9778804192972708,True,True,True,True,Small,-1.0,DROPPING
2024-03-15,-0.6990917790658416,Small,-1.890837046607724,Crushed,BEAR,-1.0,-69.86374333314885,BEAR,,False,431.3065006408254,434.0759021509928,428.0128597254418,429.1799926757813,-0.4930387002942378,0.6420959355012533,-0.7636427715534054,0.1924995519445747,True,True,True,True,Small,-1.0,DROPPING
2025-03-18,-0.6959794656446292,Small,-1.6979988039908809,Crushed,OS,-1.0,-56.1956065475736,BEAR,,False,476.9908675616912,477.1898401296811,470.0261900467741,472.14544677734375,-1.0158309338534133,0.0417141252634554,-1.4601280629374525,0.2958347638484395,True,True,True,True,Small,-1.0,DROPPING
2025-11-18,-0.669246761369897,Small,-1.001164056714832,Crushed,OS,-1.0,-8.997884988336184,NEUT,2.0,True,598.8484631892511,601.5350044005672,590.5791487748494,595.542724609375,-0.5520158743116637,0.4486178685353178,-1.3808692720629745,0.4530523223466074,True,True,True,True,Small,-1.0,DROPPING
2024-02-21,-0.6482314448484459,Small,-2.2827260979172417,Crushed,NEUT,-1.0,-9.584251180406143,NEUT,,False,419.91230547764127,421.04976730062936,417.0242197609672,420.9607238769531,0.2496755597860612,0.2708808025271486,-0.6877830630347801,0.9778804192972708,True,True,True,True,Small,-1.5,DROPPING
2024-03-15,-0.6990917790658416,Small,-1.890837046607724,Crushed,BEAR,-1.0,-69.86374333314885,BEAR,,False,431.3065006408254,434.0759021509928,428.0128597254418,429.1799926757813,-0.4930387002942378,0.6420959355012533,-0.7636427715534054,0.1924995519445747,True,True,True,True,Small,-1.5,DROPPING
2025-03-18,-0.6959794656446292,Small,-1.6979988039908809,Crushed,OS,-1.0,-56.1956065475736,BEAR,,False,476.9908675616912,477.1898401296811,470.0261900467741,472.14544677734375,-1.0158309338534133,0.0417141252634554,-1.4601280629374525,0.2958347638484395,True,True,True,True,Small,-1.5,DROPPING
2024-02-21,-0.6482314448484459,Small,-2.2827260979172417,Crushed,NEUT,-1.0,-9.584251180406143,NEUT,,False,419.91230547764127,421.04976730062936,417.0242197609672,420.9607238769531,0.2496755597860612,0.2708808025271486,-0.6877830630347801,0.9778804192972708,True,True,True,True,Small,-2.0,DROPPING
2023-07-20,-0.7882745492023369,Primary,-0.6207487609311679,Weak,BULL,1.0,-65.75120849003153,BEAR,1.0,True,376.9319221520703,378.3998304858376,370.14418774504543,371.1687622070313,-1.5289657379334074,0.3894359292750698,-1.8007852368328725,0.1241059593002164,True,True,True,True,Primary,-0.5,RISING
2023-08-11,-0.7053906327095026,Primary,-1.6231576949583535,Crushed,OS,0.0,-70.30408018245056,OS,2.0,True,360.55858068613566,362.5387612582735,359.2778851314787,360.8048706054688,0.0683078790870726,0.5491980161364061,-0.355197635906996,0.4682746030868187,True,True,True,True,Primary,-0.5,RISING
2024-01-09,-0.7507169276790545,Primary,-0.8222479625692962,Weak,NEUT,0.0,-98.55460557893426,OS,3.0,True,397.519638814638,402.2474220769775,397.3218114911748,401.3176879882813,0.9554368646964764,1.189320677699669,-0.0497654214149201,0.8112449060881902,True,True,True,True,Primary,-0.5,RISING
2025-03-20,-0.8338758205381616,Primary,-1.6384600557072533,Crushed,OS,-1.0,-29.84755588580586,NEUT,,False,474.4736490056198,482.1049288704296,473.7771690886222,476.8416442871094,0.4990783548153455,1.6083674785318636,-0.1467900100368566,0.3679831405778229,True,True,True,True,Primary,-0.5,DROPPING
2023-08-11,-0.7053906327095026,Primary,-1.6231576949583535,Crushed,OS,0.0,-70.30408018245056,OS,2.0,True,360.55858068613566,362.5387612582735,359.2778851314787,360.8048706054688,0.0683078790870726,0.5491980161364061,-0.355197635906996,0.4682746030868187,True,True,True,True,Primary,-1.0,RISING
2025-03-20,-0.8338758205381616,Primary,-1.6384600557072533,Crushed,OS,-1.0,-29.84755588580586,NEUT,,False,474.4736490056198,482.1049288704296,473.7771690886222,476.8416442871094,0.4990783548153455,1.6083674785318636,-0.1467900100368566,0.3679831405778229,True,True,True,True,Primary,-1.0,DROPPING
2023-08-11,-0.7053906327095026,Primary,-1.6231576949583535,Crushed,OS,0.0,-70.30408018245056,OS,2.0,True,360.55858068613566,362.5387612582735,359.2778851314787,360.8048706054688,0.0683078790870726,0.5491980161364061,-0.355197635906996,0.4682746030868187,True,True,True,True,Primary,-1.5,RISING
2025-03-20,-0.8338758205381616,Primary,-1.6384600557072533,Crushed,OS,-1.0,-29.84755588580586,NEUT,,False,474.4736490056198,482.1049288704296,473.7771690886222,476.8416442871094,0.4990783548153455,1.6083674785318636,-0.1467900100368566,0.3679831405778229,True,True,True,True,Primary,-1.5,DROPPING
2023-07-06,-1.0181483472369024,Large,-0.7243328200673137,Weak,NEUT,0.0,-96.85098931287143,OS,2.0,True,361.0708303488999,362.4500476832648,359.11034243267966,362.0067138671875,0.259196656064202,0.3819797165648033,-0.5429649119885539,0.8672536098808012,True,True,True,True,Large,-0.5,RISING
2023-08-02,-0.9221669326674888,Large,-0.8970210818534403,Weak,NEUT,0.0,-100.0,OS,4.0,True,373.6316458629854,373.6316458629854,367.5926126020604,368.83392333984375,-1.2840782027604354,0.0,-1.61630668274271,0.2055479220184353,True,True,True,True,Large,-0.5,RISING
2023-08-18,-0.9258577514244384,Large,-1.0858121130675875,Crushed,OS,1.0,-57.77012211590687,BEAR,1.0,True,349.9878430661179,354.0762497897633,349.4459871947459,352.81524658203125,0.8078576361805905,1.16815678162658,-0.1548213408285768,0.7276605415232766,True,True,True,True,Large,-0.5,RISING
2025-03-21,-1.0808361991427249,Large,-1.6051715916606737,Crushed,OS,1.0,-11.4247993214588,NEUT,1.0,True,471.6877671830669,479.1797694014654,470.52368803573967,478.4136657714844,1.4259217763023042,1.5883393082549004,-0.2467901922238004,0.9114953293976098,True,True,True,True,Large,-0.5,RISING
2025-08-01,-1.0937903953912056,Large,-0.6401401235836801,Weak,NEUT,-1.0,-85.40760217344258,OS,4.0,True,557.4646514509443,557.6541896674577,550.3320963877643,552.5267333984375,-0.8857813745956103,0.0340000421587356,-1.279463199077414,0.2997280868791538,True,True,True,True,Large,-0.5,RISING
2025-11-14,-1.4546440696382397,Large,-0.888820615760729,Weak,BEAR,1.0,-78.16466667313202,OS,1.0,True,598.7785201159286,612.5607508498654,596.4015776914192,608.0765380859375,1.5528309145439516,2.301724305552649,-0.3969652124543762,0.7224973877092193,True,True,True,True,Large,-0.5,RISING
2025-12-01,-0.907547202713272,Large,-1.7590166459416747,Crushed,OS,-1.0,-100.0,OS,4.0,True,612.8404314452031,618.642953131189,611.7318743402105,616.3758544921875,0.5768912861455908,0.9468242283398872,-0.1808883761762156,0.6719616853506455,True,True,True,True,Large,-0.5,RISING
2026-02-05,-0.9145650891198928,Large,-1.8404060993260016,Crushed,BEAR,-1.0,-31.017646574031428,BEAR,2.0,True,600.2100219726562,604.8099975585938,594.760009765625,597.030029296875,-0.5298133252307008,0.7663943315740004,-0.9080175284509888,0.2258728645260811,True,True,True,True,Large,-0.5,RISING
2024-04-02,-1.0945036663696552,Large,-1.5869774823158949,Crushed,BEAR,-1.0,-100.0,OS,,False,435.8482222344713,437.1852468167658,433.8179469153706,436.8683166503906,0.234048084603766,0.3067638031055818,-0.4658216359566678,0.905880029799582,True,True,True,True,Large,-0.5,DROPPING
2024-07-24,-1.414842789423633,Large,-1.1465281444939792,Crushed,NEUT,-1.0,-100.0,OS,,False,470.00964098720937,470.3766606771933,458.79059618135454,459.6535949707031,-2.2033688489356043,0.0780876939487944,-2.386981846221349,0.0744859300290047,True,True,True,True,Large,-0.5,DROPPING
2025-03-21,-1.0808361991427249,Large,-1.6051715916606737,Crushed,OS,1.0,-11.4247993214588,NEUT,1.0,True,471.6877671830669,479.1797694014654,470.52368803573967,478.4136657714844,1.4259217763023042,1.5883393082549004,-0.2467901922238004,0.9114953293976098,True,True,True,True,Large,-0.5,DROPPING
2025-04-02,-1.3920024332309382,Large,-0.746704129886764,Weak,BEAR,-1.0,-20.172529075393893,NEUT,,False,464.4595575234652,477.85168326885497,464.2004739785432,474.4538269042969,2.15180616244004,2.883378224962713,-0.0557817232362435,0.7510948449842065,True,True,True,True,Large,-0.5,DROPPING
2025-08-01,-1.0937903953912056,Large,-0.6401401235836801,Weak,NEUT,-1.0,-85.40760217344258,OS,4.0,True,557.4646514509443,557.6541896674577,550.3320963877643,552.5267333984375,-0.8857813745956103,0.0340000421587356,-1.279463199077414,0.2997280868791538,True,True,True,True,Large,-0.5,DROPPING
2025-12-01,-0.907547202713272,Large,-1.7590166459416747,Crushed,OS,-1.0,-100.0,OS,4.0,True,612.8404314452031,618.642953131189,611.7318743402105,616.3758544921875,0.5768912861455908,0.9468242283398872,-0.1808883761762156,0.6719616853506455,True,True,True,True,Large,-0.5,DROPPING
2026-02-05,-0.9145650891198928,Large,-1.8404060993260016,Crushed,BEAR,-1.0,-31.017646574031428,BEAR,2.0,True,600.2100219726562,604.8099975585938,594.760009765625,597.030029296875,-0.5298133252307008,0.7663943315740004,-0.9080175284509888,0.2258728645260811,True,True,True,True,Large,-0.5,DROPPING
2023-08-18,-0.9258577514244384,Large,-1.0858121130675875,Crushed,OS,1.0,-57.77012211590687,BEAR,1.0,True,349.9878430661179,354.0762497897633,349.4459871947459,352.81524658203125,0.8078576361805905,1.16815678162658,-0.1548213408285768,0.7276605415232766,True,True,True,True,Large,-1.0,RISING
2025-03-21,-1.0808361991427249,Large,-1.6051715916606737,Crushed,OS,1.0,-11.4247993214588,NEUT,1.0,True,471.6877671830669,479.1797694014654,470.52368803573967,478.4136657714844,1.4259217763023042,1.5883393082549004,-0.2467901922238004,0.9114953293976098,True,True,True,True,Large,-1.0,RISING
2025-12-01,-0.907547202713272,Large,-1.7590166459416747,Crushed,OS,-1.0,-100.0,OS,4.0,True,612.8404314452031,618.642953131189,611.7318743402105,616.3758544921875,0.5768912861455908,0.9468242283398872,-0.1808883761762156,0.6719616853506455,True,True,True,True,Large,-1.0,RISING
2026-02-05,-0.9145650891198928,Large,-1.8404060993260016,Crushed,BEAR,-1.0,-31.017646574031428,BEAR,2.0,True,600.2100219726562,604.8099975585938,594.760009765625,597.030029296875,-0.5298133252307008,0.7663943315740004,-0.9080175284509888,0.2258728645260811,True,True,True,True,Large,-1.0,RISING
2024-04-02,-1.0945036663696552,Large,-1.5869774823158949,Crushed,BEAR,-1.0,-100.0,OS,,False,435.8482222344713,437.1852468167658,433.8179469153706,436.8683166503906,0.234048084603766,0.3067638031055818,-0.4658216359566678,0.905880029799582,True,True,True,True,Large,-1.0,DROPPING
2024-07-24,-1.414842789423633,Large,-1.1465281444939792,Crushed,NEUT,-1.0,-100.0,OS,,False,470.00964098720937,470.3766606771933,458.79059618135454,459.6535949707031,-2.2033688489356043,0.0780876939487944,-2.386981846221349,0.0744859300290047,True,True,True,True,Large,-1.0,DROPPING
2025-03-21,-1.0808361991427249,Large,-1.6051715916606737,Crushed,OS,1.0,-11.4247993214588,NEUT,1.0,True,471.6877671830669,479.1797694014654,470.52368803573967,478.4136657714844,1.4259217763023042,1.5883393082549004,-0.2467901922238004,0.9114953293976098,True,True,True,True,Large,-1.0,DROPPING
2025-12-01,-0.907547202713272,Large,-1.7590166459416747,Crushed,OS,-1.0,-100.0,OS,4.0,True,612.8404314452031,618.642953131189,611.7318743402105,616.3758544921875,0.5768912861455908,0.9468242283398872,-0.1808883761762156,0.6719616853506455,True,True,True,True,Large,-1.0,DROPPING
2026-02-05,-0.9145650891198928,Large,-1.8404060993260016,Crushed,BEAR,-1.0,-31.017646574031428,BEAR,2.0,True,600.2100219726562,604.8099975585938,594.760009765625,597.030029296875,-0.5298133252307008,0.7663943315740004,-0.9080175284509888,0.2258728645260811,True,True,True,True,Large,-1.0,DROPPING
2025-03-21,-1.0808361991427249,Large,-1.6051715916606737,Crushed,OS,1.0,-11.4247993214588,NEUT,1.0,True,471.6877671830669,479.1797694014654,470.52368803573967,478.4136657714844,1.4259217763023042,1.5883393082549004,-0.2467901922238004,0.9114953293976098,True,True,True,True,Large,-1.5,RISING
2025-12-01,-0.907547202713272,Large,-1.7590166459416747,Crushed,OS,-1.0,-100.0,OS,4.0,True,612.8404314452031,618.642953131189,611.7318743402105,616.3758544921875,0.5768912861455908,0.9468242283398872,-0.1808883761762156,0.6719616853506455,True,True,True,True,Large,-1.5,RISING
2026-02-05,-0.9145650891198928,Large,-1.8404060993260016,Crushed,BEAR,-1.0,-31.017646574031428,BEAR,2.0,True,600.2100219726562,604.8099975585938,594.760009765625,597.030029296875,-0.5298133252307008,0.7663943315740004,-0.9080175284509888,0.2258728645260811,True,True,True,True,Large,-1.5,RISING
2024-04-02,-1.0945036663696552,Large,-1.5869774823158949,Crushed,BEAR,-1.0,-100.0,OS,,False,435.8482222344713,437.1852468167658,433.8179469153706,436.8683166503906,0.234048084603766,0.3067638031055818,-0.4658216359566678,0.905880029799582,True,True,True,True,Large,-1.5,DROPPING
2025-03-21,-1.0808361991427249,Large,-1.6051715916606737,Crushed,OS,1.0,-11.4247993214588,NEUT,1.0,True,471.6877671830669,479.1797694014654,470.52368803573967,478.4136657714844,1.4259217763023042,1.5883393082549004,-0.2467901922238004,0.9114953293976098,True,True,True,True,Large,-1.5,DROPPING
2025-12-01,-0.907547202713272,Large,-1.7590166459416747,Crushed,OS,-1.0,-100.0,OS,4.0,True,612.8404314452031,618.642953131189,611.7318743402105,616.3758544921875,0.5768912861455908,0.9468242283398872,-0.1808883761762156,0.6719616853506455,True,True,True,True,Large,-1.5,DROPPING
2026-02-05,-0.9145650891198928,Large,-1.8404060993260016,Crushed,BEAR,-1.0,-31.017646574031428,BEAR,2.0,True,600.2100219726562,604.8099975585938,594.760009765625,597.030029296875,-0.5298133252307008,0.7663943315740004,-0.9080175284509888,0.2258728645260811,True,True,True,True,Large,-1.5,DROPPING
2024-04-25,-1.7045302431843083,Crash,-0.5242170456302838,Weak,OS,1.0,-93.66778565917228,OS,1.0,True,415.2086075113914,421.2301595778061,414.1192092145392,420.3685302734375,1.2427302008435708,1.4502474075635574,-0.2623737266386804,0.8788306400197199,True,True,True,True,Crash,-0.5,RISING
2024-08-02,-1.9079291567477783,Crash,-2.5072444557469624,Crushed,BEAR,-1.0,-26.45580844295129,NEUT,2.0,True,447.2640403973027,449.9224810667855,440.8956555322436,445.1412353515625,-0.4746201022229606,0.5943783602905579,-1.423853538371228,0.4703292207291286,True,True,True,True,Crash,-0.5,RISING
2025-02-03,-1.688725201196823,Crash,-0.7182727714932925,Weak,BEAR,1.0,-62.44591793987565,BEAR,1.0,True,510.8789438178903,518.2217083708772,508.47117241208633,515.4955444335938,0.9036584246754796,1.437280718229082,-0.4712997932172019,0.720408811494552,True,True,True,True,Crash,-0.5,RISING
2025-09-02,-1.5936161662709274,Crash,-1.699499266936629,Crushed,NEUT,-1.0,-83.2636996494132,OS,3.0,True,559.9386305753824,564.5872186860805,558.1729354751159,564.2380981445312,0.7678462128485084,0.8301959995011133,-0.3153372537365573,0.9455713865342774,True,True,True,True,Crash,-0.5,RISING
2025-03-10,-1.6958482878225816,Crash,-1.4244604024387386,Crushed,OS,,,,,False,481.0105123404904,481.527877477655,466.2951345184157,470.3446044921875,-2.2173959975229938,0.1075579688783198,-3.0592632477974178,0.2658398414919506,True,True,True,True,Crash,-0.5,NEUTRAL
2024-07-17,-1.6238886068349032,Crash,-1.197705286558529,Crushed,BULL,-1.0,-77.74627957071584,OS,,False,484.3533794143371,484.8691868130836,477.826307363986,477.8957214355469,-1.3332534164618803,0.1064940228909341,-1.3475847031857988,0.0098559221498177,True,True,True,True,Crash,-0.5,DROPPING
2024-08-02,-1.9079291567477783,Crash,-2.5072444557469624,Crushed,BEAR,-1.0,-26.45580844295129,NEUT,2.0,True,447.2640403973027,449.9224810667855,440.8956555322436,445.1412353515625,-0.4746201022229606,0.5943783602905579,-1.423853538371228,0.4703292207291286,True,True,True,True,Crash,-0.5,DROPPING
2025-02-03,-1.688725201196823,Crash,-0.7182727714932925,Weak,BEAR,1.0,-62.44591793987565,BEAR,1.0,True,510.8789438178903,518.2217083708772,508.47117241208633,515.4955444335938,0.9036584246754796,1.437280718229082,-0.4712997932172019,0.720408811494552,True,True,True,True,Crash,-0.5,DROPPING
2025-03-06,-1.657335505896819,Crash,-0.9938707520638044,Weak,OS,-1.0,-44.85689779365758,BEAR,,False,491.1988602040493,496.0641696484696,483.7466641946697,485.736572265625,-1.1120318838189522,0.9904968921139574,-1.5171444018180154,0.1615512230474751,True,True,True,True,Crash,-0.5,DROPPING
2025-09-02,-1.5936161662709274,Crash,-1.699499266936629,Crushed,NEUT,-1.0,-83.2636996494132,OS,3.0,True,559.9386305753824,564.5872186860805,558.1729354751159,564.2380981445312,0.7678462128485084,0.8301959995011133,-0.3153372537365573,0.9455713865342774,True,True,True,True,Crash,-0.5,DROPPING
2024-08-02,-1.9079291567477783,Crash,-2.5072444557469624,Crushed,BEAR,-1.0,-26.45580844295129,NEUT,2.0,True,447.2640403973027,449.9224810667855,440.8956555322436,445.1412353515625,-0.4746201022229606,0.5943783602905579,-1.423853538371228,0.4703292207291286,True,True,True,True,Crash,-1.0,RISING
2025-09-02,-1.5936161662709274,Crash,-1.699499266936629,Crushed,NEUT,-1.0,-83.2636996494132,OS,3.0,True,559.9386305753824,564.5872186860805,558.1729354751159,564.2380981445312,0.7678462128485084,0.8301959995011133,-0.3153372537365573,0.9455713865342774,True,True,True,True,Crash,-1.0,RISING
2025-03-10,-1.6958482878225816,Crash,-1.4244604024387386,Crushed,OS,,,,,False,481.0105123404904,481.527877477655,466.2951345184157,470.3446044921875,-2.2173959975229938,0.1075579688783198,-3.0592632477974178,0.2658398414919506,True,True,True,True,Crash,-1.0,NEUTRAL
2024-07-17,-1.6238886068349032,Crash,-1.197705286558529,Crushed,BULL,-1.0,-77.74627957071584,OS,,False,484.3533794143371,484.8691868130836,477.826307363986,477.8957214355469,-1.3332534164618803,0.1064940228909341,-1.3475847031857988,0.0098559221498177,True,True,True,True,Crash,-1.0,DROPPING
2024-08-02,-1.9079291567477783,Crash,-2.5072444557469624,Crushed,BEAR,-1.0,-26.45580844295129,NEUT,2.0,True,447.2640403973027,449.9224810667855,440.8956555322436,445.1412353515625,-0.4746201022229606,0.5943783602905579,-1.423853538371228,0.4703292207291286,True,True,True,True,Crash,-1.0,DROPPING
2025-09-02,-1.5936161662709274,Crash,-1.699499266936629,Crushed,NEUT,-1.0,-83.2636996494132,OS,3.0,True,559.9386305753824,564.5872186860805,558.1729354751159,564.2380981445312,0.7678462128485084,0.8301959995011133,-0.3153372537365573,0.9455713865342774,True,True,True,True,Crash,-1.0,DROPPING
2024-08-02,-1.9079291567477783,Crash,-2.5072444557469624,Crushed,BEAR,-1.0,-26.45580844295129,NEUT,2.0,True,447.2640403973027,449.9224810667855,440.8956555322436,445.1412353515625,-0.4746201022229606,0.5943783602905579,-1.423853538371228,0.4703292207291286,True,True,True,True,Crash,-1.5,RISING
2025-09-02,-1.5936161662709274,Crash,-1.699499266936629,Crushed,NEUT,-1.0,-83.2636996494132,OS,3.0,True,559.9386305753824,564.5872186860805,558.1729354751159,564.2380981445312,0.7678462128485084,0.8301959995011133,-0.3153372537365573,0.9455713865342774,True,True,True,True,Crash,-1.5,RISING
2024-08-02,-1.9079291567477783,Crash,-2.5072444557469624,Crushed,BEAR,-1.0,-26.45580844295129,NEUT,2.0,True,447.2640403973027,449.9224810667855,440.8956555322436,445.1412353515625,-0.4746201022229606,0.5943783602905579,-1.423853538371228,0.4703292207291286,True,True,True,True,Crash,-1.5,DROPPING
2025-09-02,-1.5936161662709274,Crash,-1.699499266936629,Crushed,NEUT,-1.0,-83.2636996494132,OS,3.0,True,559.9386305753824,564.5872186860805,558.1729354751159,564.2380981445312,0.7678462128485084,0.8301959995011133,-0.3153372537365573,0.9455713865342774,True,True,True,True,Crash,-1.5,DROPPING
2024-08-02,-1.9079291567477783,Crash,-2.5072444557469624,Crushed,BEAR,-1.0,-26.45580844295129,NEUT,2.0,True,447.2640403973027,449.9224810667855,440.8956555322436,445.1412353515625,-0.4746201022229606,0.5943783602905579,-1.423853538371228,0.4703292207291286,True,True,True,True,Crash,-2.0,RISING
2024-08-02,-1.9079291567477783,Crash,-2.5072444557469624,Crushed,BEAR,-1.0,-26.45580844295129,NEUT,2.0,True,447.2640403973027,449.9224810667855,440.8956555322436,445.1412353515625,-0.4746201022229606,0.5943783602905579,-1.423853538371228,0.4703292207291286,True,True,True,True,Crash,-2.0,DROPPING
