event_session_date,ticker,announcement_datetime,timing_class,mu_regime,mu_gap_pct,mu_gap_bucket,atr_ref,hit_0.5atr,time_to_0.5atr,hit_1.0atr,time_to_1.0atr,hit_1.5atr,time_to_1.5atr,max_exc_pct,max_exc_atr,range_pct,range_atr,swing_reversal_count,PATH_METRIC_INVALID,chop_score,directional_efficiency,avg_wick_ratio,avg_clv_rth
2024-12-19,MU,2024-12-18 16:00:00-06:00,AMC,DOWNSIDE,0.06385239567171704,"(5.0%,inf%]",4.611071428571429,False,,False,,False,,0.24135113047996593,0.052341659452974046,0.2584672659560659,0.056053624391606716,12,False,0.5278969957081545,0.7031442094699709,4553194.707696976,0.4954274897155293
2024-12-19,NVDA,2024-12-18 16:00:00-06:00,AMC,,,,4.860357142857123,False,,False,,False,,0.051015835075806565,0.010496314070311506,0.07207947415542212,0.014830077712812003,12,False,0.51931330472103,0.10777201923020466,1617024.7057070017,0.5178223894483686
2024-12-19,AMD,2024-12-18 16:00:00-06:00,AMC,,,,4.7096428571428595,False,,False,,False,,0.05910740637291819,0.012550294821341474,0.07797232082257435,0.016555888242727808,9,False,0.5172413793103449,0.6204603500988217,1559831.9551553924,0.48336240463693814
2024-12-19,SMCI,2024-12-18 16:00:00-06:00,AMC,,,,4.180714285714285,False,,False,,False,,0.0941211401397232,0.02251317207655801,0.12470308788228315,0.029828177514682554,5,False,0.48068669527896996,0.5166666625234918,553193.8780816577,0.4834432422564878
2024-09-26,MU,2024-09-25 16:00:00-05:00,AMC,UPSIDE,-0.016122299905915467,"(-2.0%,-1.0%]",3.4957142857142847,False,,False,,False,,0.2174789202925442,0.062213013551790715,0.2205016704648619,0.06307771527635839,11,False,0.5431034482758621,0.6356421327594267,2115387.4098344953,0.5182458979237321
2024-09-26,NVDA,2024-09-25 16:00:00-05:00,AMC,,,,4.855714285714271,False,,False,,False,,0.04622193083063251,0.009519079604230509,0.0688411735775377,0.014177352602045423,8,False,0.51931330472103,0.07976190360326844,1170216.13709448,0.5194562843795574
2024-09-26,AMD,2024-09-25 16:00:00-05:00,AMC,,,,5.236071428571427,False,,False,,False,,0.06328395839859255,0.01208615261457049,0.06618342262801019,0.012639900642728113,3,False,0.5689655172413793,0.542857134654829,3376070.4719350017,0.5523155668445918
2024-09-26,SMCI,2024-09-25 16:00:00-05:00,AMC,,,,24.25964285714286,False,,False,,False,,0.19677460889676435,0.008111191498052743,0.2345865791106363,0.009669828219746287,16,False,0.5091743119266054,0.42272332070635504,1.7021218175909427,0.41187692952808763
2024-06-27,MU,2024-06-26 16:00:00-05:00,AMC,DOWNSIDE,0.004737507018495747,"(-1.0%,1.0%]",5.9157142857142855,False,,False,,False,,0.08637490831555751,0.014600926300572232,0.09154413048729332,0.015474738307238108,9,False,0.5,0.8885921306977175,5405985.698999682,0.506678954094026
2024-06-27,NVDA,2024-06-26 16:00:00-05:00,AMC,,,,90.53892857142856,False,,False,,False,,0.02829291488327559,0.0003124944742486329,0.04366777619239449,0.00048230939863024236,0,False,0.5278969957081545,0.4990925475543557,2893621.2507833517,0.5192257123605739
2024-06-27,AMD,2024-06-26 16:00:00-05:00,AMC,,,,5.394285714285717,False,,False,,False,,0.03636363636340997,0.0067411402144248326,0.0650062266496575,0.012050942438115615,7,False,0.5043103448275862,0.14894635786199445,2991455.9703443227,0.5137003001186503
2024-06-27,SMCI,2024-06-26 16:00:00-05:00,AMC,,,,55.55107142857144,False,,False,,False,,0.0692625775326537,0.0012468270323186465,0.10769623802834227,0.0019386887643541013,5,False,0.49282296650717705,0.2709769931257378,5.048617890147151,0.41981740608683127
2024-03-21,MU,2024-03-20 16:00:00-05:00,AMC,UPSIDE,-0.013183847191807456,"(-2.0%,-1.0%]",3.6085714285714294,False,,False,,False,,0.193667157582646,0.053668650146589114,0.208762886595742,0.05785194797170348,9,False,0.5172413793103449,0.7626606161502381,3547011.296497523,0.5158149685245155
2024-03-21,NVDA,2024-03-20 16:00:00-05:00,AMC,,,,45.92928571428571,False,,False,,False,,0.05441760589230595,0.0011848128061394006,0.07237508205468207,0.0015757937648613366,4,False,0.5775862068965517,0.6799384994447047,5.095071617392007,0.5372699708712688
2024-03-21,AMD,2024-03-20 16:00:00-05:00,AMC,,,,9.924285714285714,False,,False,,False,,0.0441136076468488,0.004445015884508802,0.07520738339792776,0.007578115499243523,6,False,0.46551724137931033,0.17384952288927447,3461542.5462074433,0.48768031182915317
2024-03-21,SMCI,2024-03-20 16:00:00-05:00,AMC,,,,106.53357142857146,False,,False,,False,,0.10253093581881798,0.0009624284105278531,0.15110114305682967,0.0014183429789239863,3,False,0.47474747474747475,0.5236240688397042,0.6159531388742092,0.3699477964021453
2023-12-21,MU,2023-12-20 16:00:00-06:00,AMC,UPSIDE,0.03645833333287025,"(2.0%,5.0%]",1.960714285714287,False,,False,,False,,0.07194509130932768,0.03669330702429437,0.10810148302355548,0.055133725375515606,11,False,0.5043103448275862,0.5578231240915211,833335.6662109202,0.4968891031241877
2023-12-21,NVDA,2023-12-20 16:00:00-06:00,AMC,,,,13.919999999999991,False,,False,,False,,0.031189594072102166,0.002240631757892353,0.03785438144322277,0.00271942395405915,5,False,0.5172413793103449,0.4441489244371191,4.30971918267969,0.4570324314867094
2023-12-21,AMD,2023-12-20 16:00:00-06:00,AMC,,,,5.0875,False,,False,,False,,0.02674431144162806,0.005256867112800234,0.03745641468034474,0.007362440230561631,3,False,0.5043103448275862,0.1065259088642581,1175216.4857334974,0.48597496898989234
2023-12-21,SMCI,2023-12-20 16:00:00-06:00,AMC,,,,14.34928571428571,False,,False,,False,,0.10083186286834878,0.007026960426395071,0.10640912528325426,0.007415639174980044,10,False,0.41578947368421054,0.8177376292710338,0.7541105644907935,0.34556647233301446
2023-09-28,MU,2023-09-27 16:00:00-05:00,AMC,FLAT,-0.001025641025625898,"(-1.0%,1.0%]",1.6410714285714292,False,,False,,False,,0.06336168964412797,0.03860995231674655,0.0731886183620828,0.04459806992142702,18,False,0.49137931034482757,0.030060119829760895,1324788.0769094904,0.5069963147429078
2023-09-28,NVDA,2023-09-27 16:00:00-05:00,AMC,,,,13.39500000000001,False,,False,,False,,0.042916223561283495,0.0032038987352056413,0.05891527826997777,0.0043983037152354925,9,False,0.5021459227467812,0.48134776559637743,2468088.0980318394,0.528535053745869
2023-09-28,AMD,2023-09-27 16:00:00-05:00,AMC,,,,3.498928571428569,False,,False,,False,,0.0830064009902643,0.02372337682007908,0.08744579805815149,0.024992164386327065,5,False,0.4698275862068966,0.7060212434019819,4572651.681773783,0.524407473048556
2023-09-28,SMCI,2023-09-27 16:00:00-05:00,AMC,,,,11.562857142857144,False,,False,,False,,0.12105991694632758,0.010469723480985975,0.12703183705704152,0.010986197916016644,9,False,0.5162790697674419,0.6556662463952314,3133642.1474317885,0.4359592712869653
2023-06-29,MU,2023-06-28 16:00:00-05:00,AMC,DOWNSIDE,-0.023990463417911025,"(-5.0%,-2.0%]",2.0260714285714303,False,,False,,False,,0.03969465648794361,0.01959193338822221,0.07648854961715282,0.03775214856730507,7,False,0.47844827586206895,0.4810379178626774,2222224.7982217954,0.5139919816453662
2023-06-29,NVDA,2023-06-28 16:00:00-05:00,AMC,,,,14.555714285714288,False,,False,,False,,0.04664091904246734,0.0032043030059362176,0.049642075225579604,0.003410487060115652,8,False,0.5,0.811694730923586,3461540.960965589,0.5355664360069805
2023-06-29,AMD,2023-06-28 16:00:00-05:00,AMC,,,,5.283214285714287,False,,False,,False,,0.06037910309699141,0.011428478918378704,0.06509477577378558,0.012321055372953468,4,False,0.49137931034482757,0.8124999875181989,3440173.9088215535,0.5438112526881551
2023-06-29,SMCI,2023-06-28 16:00:00-05:00,AMC,,,,16.275,False,,False,,False,,0.1390945394169736,0.008546515478244369,0.14838246511352632,0.009117202156952942,2,False,0.5317073170731708,0.7992137835463936,821257.2318860543,0.445424770293902
