t,Close,High,Low,n,Open,Volume,vw
2025-02-04,118.63,121.2,116.7,40105,116.97,3782553,119.194011
2025-02-05,124.955,124.975,120.76,51365,121.75,5073418,123.24325
2025-02-06,128.68,128.77,125.21,38015,127.37,3932811,127.341883
2025-02-07,129.885,130.37,127.6,41304,129.13,4247572,129.056636
2025-02-10,133.5,134.99,129.995,28375,130.015,2502834,133.898528
2025-02-11,132.83,134.45,131.04,23191,132.55,2137618,133.157402
2025-02-12,131.1,132.23,129.11,20271,130.01,1734951,131.140728
2025-02-13,135.25,136.5,131.17,26559,131.51,2672708,134.71851
2025-02-14,138.8,139.2,135.59,33855,136.4,3264023,137.548974
2025-02-18,139.38,143.425,137.93,34629,141.24,3267899,140.648273
2025-02-19,139.245,141.34,137.22,21061,139.505,1708580,139.757839
2025-02-20,140.09,140.51,136.81,25698,140.1,2375557,138.979702
2025-02-21,134.33,141.45,134.03,40353,140.02,4089631,137.165743
2025-02-24,130.325,138.585,130.16,36026,136.76,3473067,133.661761
2025-02-25,126.52,130.2,124.49,59706,129.96,6041492,127.448142
2025-02-26,131.525,133.725,128.495,39190,129.94,4179878,131.11568
2025-02-27,120.245,135.0,120.05,64478,135.0,7001324,126.286366
2025-02-28,124.995,125.02,116.42,44344,118.05,5174741,120.833915
2025-03-03,114.06,123.69,112.31,63210,123.51,6832918,116.922357
2025-03-04,115.92,119.31,110.12,65392,110.68,7022319,114.518662
2025-03-05,117.345,118.27,114.515,34665,117.56,3478295,116.562625
2025-03-06,110.56,115.33,110.235,52738,113.49,5454471,112.037353
2025-03-07,112.71,113.48,107.57,45067,111.185,4730053,110.908176
2025-03-10,107.015,111.83,105.465,53037,109.89,5584708,107.668248
2025-03-11,108.7,112.215,104.79,45201,107.0,4864065,108.92475
2025-03-12,115.705,116.755,112.88,34801,114.1,3282611,115.216036
2025-03-13,115.74,117.755,113.8,33611,117.005,3505293,115.975525
2025-03-14,121.54,121.88,118.185,44885,118.59,4647080,120.549113
2025-03-17,119.625,122.87,118.03,36232,122.74,3833610,120.202322
2025-03-18,115.555,119.0,114.545,45188,118.025,4792111,116.454287
2025-03-19,117.53,120.44,115.69,42782,117.305,4431361,117.874802
2025-03-20,118.5,120.19,116.47,26032,116.48,2575320,118.715978
2025-03-21,117.68,117.98,115.43,33984,116.9,3932365,116.840121
2025-03-24,121.24,122.22,119.36,30900,119.89,3182721,121.185603
2025-03-25,120.66,121.29,118.93,27278,120.565,2855458,120.231012
2025-03-26,113.715,118.82,112.72,58146,118.755,6207680,114.918224
2025-03-27,111.41,114.44,110.68,40770,111.36,4145787,112.307214
2025-03-28,109.63,112.85,109.085,35029,111.49,3412878,110.124157
2025-03-31,108.525,108.95,103.66,57440,105.13,5633283,105.747186
2025-04-01,110.14,110.19,106.48,40339,108.52,3953520,108.489584
2025-04-02,110.31,111.97,106.8,28602,107.28,2857105,109.720102
2025-04-03,101.78,105.63,101.6,59018,103.51,6497128,103.412651
2025-04-04,94.28,100.105,92.11,75865,98.87,8030650,95.48469
2025-04-07,97.62,101.75,86.62,75719,87.53,8904256,95.227483
2025-04-08,96.41,105.845,94.485,62920,103.84,6613619,101.15519
2025-04-09,114.21,115.09,97.72,72240,98.88,8146151,105.974321
2025-04-10,107.67,110.86,103.02,68918,109.34,6749690,107.602971
2025-04-11,110.765,111.48,107.5,44195,108.59,4245442,109.818205
2025-04-14,110.71,114.29,109.09,34899,114.145,3748071,111.465111
2025-04-15,112.12,113.61,110.52,26845,110.97,2745361,112.128743
2025-04-16,104.52,106.78,100.45,48984,104.495,5607221,103.717712
2025-04-17,101.4,104.455,100.06,38793,104.455,4057796,101.372258
2025-04-21,96.77,99.4,95.04,29916,98.74,3151406,96.329709
2025-04-22,98.865,99.805,97.285,33619,98.77,3422641,98.652995
2025-04-23,102.495,104.8,102.02,38391,104.52,3880014,103.530818
2025-04-24,106.38,106.535,103.13,25989,103.48,2667787,105.52257
2025-04-25,110.92,111.915,105.76,33011,106.87,4031722,109.51253
2025-04-28,108.72,110.36,106.02,26968,109.69,2694490,107.899635
2025-04-29,108.91,110.12,107.45,20118,107.66,1816155,109.00128
2025-04-30,108.79,108.88,104.095,26014,104.475,2566232,106.382377
2025-05-01,111.545,114.935,111.33,36647,113.1,4008371,113.258126
2025-05-02,114.44,115.39,113.38,28398,114.17,2806225,114.414801
2025-05-05,113.78,114.655,112.67,19035,112.88,1844171,113.827647
2025-05-06,113.455,114.74,110.83,21215,111.48,2082813,112.87086
2025-05-07,117.015,117.65,112.29,27753,113.04,3444521,114.951118
2025-05-08,117.365,118.665,115.875,21222,118.49,2526801,117.633811
2025-05-09,116.61,118.23,115.22,17689,117.4,1829396,116.669505
2025-05-12,122.985,123.0,120.3,29933,121.965,3287098,122.065706
2025-05-13,129.83,131.215,124.485,35417,124.96,3688220,129.288185
2025-05-14,135.35,135.43,131.69,38471,133.17,4170364,134.029626
2025-05-15,134.91,136.29,132.67,23818,134.3,2264944,134.372779
2025-05-16,135.31,136.29,133.54,18105,136.2,2156082,135.285071
2025-05-19,135.6,135.87,132.49,18365,132.54,1713501,134.759246
2025-05-20,134.41,134.55,132.655,12234,134.31,1176871,133.769692
2025-05-21,131.81,137.395,130.605,25901,133.05,2555982,134.2966
2025-05-22,132.9,134.25,131.58,19865,132.195,1968448,133.248037
2025-05-23,131.3,132.66,129.18,16601,129.91,1644584,131.208312
2025-05-27,135.495,135.65,133.33,23097,134.14,2694451,135.038075
2025-05-28,134.83,137.245,134.8,40178,136.03,4127199,136.01047
2025-05-29,139.18,143.48,137.91,31836,142.245,4365352,141.086189
2025-05-30,134.89,139.61,132.925,34034,138.715,3556052,135.583726
2025-06-02,137.37,138.11,135.45,21726,135.55,2006562,137.012658
2025-06-03,141.27,142.0,137.96,39906,138.78,4284427,140.904284
2025-06-04,141.84,142.36,139.57,25842,142.18,2477929,141.256582
2025-06-05,140.01,144.0,138.845,25848,142.15,2563431,141.587864
2025-06-06,141.67,143.25,141.52,26159,142.505,2432036,142.244857
2025-06-09,142.57,144.99,141.955,24513,143.21,2676439,143.172337
2025-06-10,143.95,144.285,141.55,21234,142.69,1925466,143.045765
2025-06-11,142.875,144.99,141.88,16009,144.62,1568576,143.446217
2025-06-12,145.0,145.0,141.87,16996,141.97,1682713,144.234185
2025-06-13,141.98,143.58,140.86,25649,142.48,2473342,142.346821
2025-06-16,144.67,146.175,143.275,23694,143.345,2675568,145.00792
2025-06-17,144.03,145.18,143.8,17636,144.47,1563089,144.54507
2025-06-18,145.485,145.6,143.14,21396,144.005,2041017,144.912286
2025-06-20,143.76,146.195,142.675,24325,145.4,2488233,144.307529
2025-06-23,144.16,144.73,142.05,24281,142.485,2255883,143.776315
2025-06-24,147.89,147.955,145.51,24018,145.59,2715556,147.176037
2025-06-25,154.4,154.44,149.29,34101,149.29,3504133,152.473577
2025-06-26,155.07,156.71,154.03,30839,155.985,3616990,155.570166
2025-06-27,157.72,158.7,155.265,29461,155.985,2927191,156.93605
2025-06-30,157.98,158.63,155.96,25629,158.41,2635872,157.562226
2025-07-01,153.34,157.19,151.5,36248,156.28,4509554,153.802553
2025-07-02,157.26,157.595,153.01,23071,153.01,2818171,156.443493
2025-07-03,159.325,160.965,157.78,16554,158.295,1985303,159.520505
2025-07-07,158.305,159.31,157.365,16789,158.19,1924669,158.310866
2025-07-08,159.99,160.21,158.4,21197,159.37,2456207,159.440001
2025-07-09,162.83,164.415,161.17,27396,161.215,3431731,163.211334
2025-07-10,164.09,164.49,161.625,19224,164.365,2428512,163.317065
2025-07-11,164.89,167.88,163.535,22661,163.535,3355897,166.110516
2025-07-14,164.06,165.475,162.035,19091,165.425,2114217,164.349049
2025-07-15,170.655,172.4,169.21,29969,171.19,4369944,170.830107
2025-07-16,171.34,171.72,168.9,20979,171.065,2608743,170.517106
2025-07-17,173.085,174.16,170.835,18162,172.06,1758746,173.080842
2025-07-18,172.4,174.23,171.27,17725,173.725,1965802,172.457009
2025-07-21,171.475,173.36,171.2,16446,172.775,1789677,172.319588
2025-07-22,167.01,171.305,164.62,22663,171.305,2132053,167.381714
2025-07-23,170.84,171.25,167.99,18416,169.52,1925585,169.731576
2025-07-24,173.77,173.83,171.3,19528,172.5,2127014,173.016383
2025-07-25,173.5,174.715,172.98,16062,173.615,1900587,173.95218
2025-07-28,176.695,176.83,173.97,20724,174.015,2802631,175.45868
2025-07-29,175.5,179.34,175.185,23597,177.985,2732513,177.095777
2025-07-30,179.315,179.89,176.05,20281,176.55,2180468,178.702633
2025-07-31,178.06,183.26,175.95,37738,182.92,4174080,179.647724
2025-08-01,173.755,176.53,170.91,31945,174.0,2959737,173.667085
2025-08-04,179.98,179.98,174.53,27370,175.16,2868036,178.486854
2025-08-05,178.265,180.25,175.915,23029,179.68,2752443,178.204527
2025-08-06,179.43,179.9,176.28,23093,176.325,2261421,178.367454
2025-08-07,180.85,183.86,178.8,21143,181.545,2185254,181.457418
2025-08-08,182.755,183.3,180.41,18486,181.55,1830484,182.360235
2025-08-11,181.99,183.835,180.28,17595,182.02,1690307,182.615396
2025-08-12,183.17,183.55,179.47,23245,182.955,2700093,181.884885
2025-08-13,181.55,183.96,179.355,28964,182.69,3306726,181.286583
2025-08-14,182.025,183.005,179.53,21725,179.77,2495118,181.814172
2025-08-15,180.42,181.86,178.055,24099,181.81,2649326,179.737242
2025-08-18,182.005,182.935,180.76,23447,180.76,2490508,181.933605
2025-08-19,175.66,182.475,175.5,37056,182.41,3434393,177.91116
2025-08-20,175.41,175.52,168.82,37876,175.15,3225977,172.22107
2025-08-21,174.96,176.9,173.83,25256,174.88,2725237,175.084496
2025-08-22,177.98,178.575,171.21,31260,172.655,2901533,176.630676
2025-08-25,179.79,181.91,176.575,29553,178.36,2987158,179.921062
2025-08-26,181.7,182.365,178.82,18893,180.06,1586433,180.993972
2025-08-27,181.57,182.49,179.11,28738,181.99,2622222,181.311399
2025-08-28,180.16,184.42,176.425,36860,180.885,3664524,179.668903
2025-08-29,174.215,178.1,173.15,37565,178.08,3812723,174.507983
2025-09-02,170.75,172.36,167.23,45294,169.73,5040348,169.704286
2025-09-03,170.6,172.4,168.88,30955,171.02,3294243,170.680054
2025-09-04,171.66,171.84,169.41,25571,170.59,2458046,170.738942
2025-09-05,167.07,169.01,164.075,32192,168.05,3342342,166.498772
2025-09-08,168.325,170.96,167.59,28628,167.6,3355349,169.59201
2025-09-09,170.75,170.97,166.805,22832,168.95,2835056,168.692228
2025-09-10,177.27,179.28,175.49,57556,176.655,6832038,177.589787
2025-09-11,177.08,180.24,176.5,29908,179.64,3101368,177.750334
2025-09-12,177.8,178.59,176.46,20369,177.79,2349994,177.73898
2025-09-15,177.76,178.27,174.52,33357,175.69,3139183,176.663911
2025-09-16,174.89,177.495,174.385,21916,176.99,2411570,175.575545
2025-09-17,170.21,173.19,168.45,37206,172.555,4235491,170.346939
2025-09-18,176.22,177.1,172.97,25578,174.04,2715302,175.545535
2025-09-19,176.54,178.08,175.29,19201,175.99,1832936,176.417535
2025-09-22,183.6,184.55,174.74,46649,175.3,5768896,180.998888
2025-09-23,178.44,182.42,177.31,33072,181.96,3098046,179.48339
2025-09-24,176.87,179.755,175.42,17755,179.755,1658632,177.39477
2025-09-25,177.68,180.23,173.16,27287,174.48,3184893,177.395922
2025-09-26,178.19,178.62,174.95,25034,178.16,2233753,176.871342
2025-09-29,181.83,183.99,180.38,33515,180.425,3142973,182.51301
2025-09-30,186.54,187.345,181.52,44702,182.035,4328023,185.575964
2025-10-01,187.245,188.12,183.91,22496,185.115,2254037,186.353149
2025-10-02,188.91,191.005,188.28,20397,189.6,1884895,189.460965
2025-10-03,187.63,190.36,185.405,19882,189.26,1633527,188.049893
2025-10-06,185.51,187.23,183.34,35264,185.52,3530109,185.706967
2025-10-07,185.005,189.035,184.41,37401,186.2,3074664,186.382445
2025-10-08,189.09,189.5,186.575,24647,186.575,2268194,188.412333
2025-10-09,192.555,195.28,191.07,27247,192.11,2451157,193.425696
2025-10-10,183.15,195.6,182.83,41857,193.425,3735323,189.4148
2025-10-13,188.31,190.09,185.99,34739,187.97,2791804,188.231811
2025-10-14,180.03,184.725,179.75,32139,184.69,3019148,181.724293
2025-10-15,179.87,184.83,177.3,49995,184.8,5266793,181.008179
2025-10-16,181.84,183.28,179.8,47735,182.12,4348972,181.574528
2025-10-17,183.165,184.095,179.83,52802,180.045,4804343,182.356029
2025-10-20,182.55,185.195,181.75,35684,183.085,3191719,183.372249
2025-10-21,181.13,182.785,179.8,32143,182.785,2839288,181.344619
2025-10-22,180.34,183.435,176.8,37690,181.15,3107387,179.553979
2025-10-23,182.12,183.03,179.82,33869,180.38,2949036,181.929882
2025-10-24,186.29,187.465,183.51,36961,183.71,3158161,185.590399
2025-10-27,191.44,192.0,188.46,35768,189.985,3091774,190.776975
2025-10-28,201.05,203.145,191.93,59368,193.055,6245465,197.817746
2025-10-29,207.035,212.15,204.79,77663,207.98,6715417,208.336181
2025-10-30,202.9,206.1,201.425,33166,205.205,3054330,203.121005
2025-10-31,202.49,207.96,202.08,39666,206.425,3617748,204.480627
2025-11-03,207.0,211.335,206.345,39669,208.06,3685400,208.506676
2025-11-04,198.6,203.94,197.945,47218,202.975,3980267,200.99984
2025-11-05,195.175,202.9,194.97,45513,198.71,4070656,200.012116
2025-11-06,188.14,197.605,186.425,67569,196.48,5372175,189.928511
2025-11-07,188.205,188.3,178.91,73936,184.86,5672369,183.26227
2025-11-10,199.045,199.935,193.79,44781,195.115,3572456,196.560439
2025-11-11,193.265,195.385,191.325,48640,195.2,4104943,193.154903
2025-11-12,193.86,195.84,191.13,48786,195.79,3232180,192.57807
2025-11-13,186.97,191.43,183.85,46563,191.05,3443123,186.426292
2025-11-14,190.285,191.0,180.595,39511,182.86,3084928,188.076948
2025-11-17,186.67,188.99,184.325,39285,185.97,3170265,186.554361
2025-11-18,181.26,184.61,179.71,53594,183.26,3742933,182.519883
2025-11-19,186.7,187.84,182.86,55778,184.775,4449420,185.626486
2025-11-20,180.92,195.97,179.87,62953,195.91,5384530,186.788537
2025-11-21,178.93,184.55,172.93,79459,181.275,7522235,179.289482
2025-11-24,182.835,183.46,176.53,60071,179.445,4345785,181.100799
2025-11-25,177.8,178.155,169.565,68154,174.96,6778353,174.022724
2025-11-26,180.18,182.875,178.24,41124,181.63,3651964,180.572661
2025-11-28,176.95,179.27,176.535,31148,178.99,2869989,177.453073
2025-12-01,179.965,180.28,173.69,51929,174.775,4518158,178.743515
2025-12-02,181.33,185.66,180.0,47273,181.72,3914237,182.64247
2025-12-03,179.515,182.4,179.14,43051,181.065,3504383,180.448459
2025-12-04,183.45,184.51,179.97,50518,181.62,4313834,182.542756
2025-12-05,182.355,184.65,180.92,38337,183.84,3062106,182.112173
2025-12-08,185.575,187.97,182.4,40447,182.63,4546240,184.793957
2025-12-09,184.98,185.715,183.335,29519,185.56,2635016,184.649799
2025-12-10,183.75,185.47,182.035,41517,184.7,4018810,183.441446
2025-12-11,180.99,181.31,176.63,41839,180.285,4148013,178.819935
2025-12-12,175.065,182.815,174.65,48145,181.08,4731441,177.393825
2025-12-15,176.1,178.41,175.045,53655,177.9,4517319,176.999569
2025-12-16,177.515,178.195,174.93,46315,176.26,3913906,176.7085
2025-12-17,170.98,176.13,170.33,58760,176.13,5979537,171.999778
2025-12-18,173.985,176.14,171.83,40334,174.535,4071787,174.53071
2025-12-19,181.0,181.06,176.415,48043,176.665,4987999,179.798993
2025-12-22,183.675,184.16,182.37,28289,183.92,2413722,183.324132
2025-12-23,189.2,189.315,182.915,40354,182.96,3894703,187.087707
2025-12-24,188.625,188.705,186.6,14248,187.82,1244838,187.920324
2025-12-26,190.43,192.69,189.65,29095,189.92,2624648,191.38207
2025-12-29,188.23,188.74,185.96,26721,187.735,2188759,187.375991
2025-12-30,187.515,188.97,186.945,19829,188.21,1572752,187.765986
2025-12-31,186.52,190.55,186.5,22316,189.42,1724343,188.292351
2026-01-02,188.825,192.885,188.27,33778,189.8,2742114,189.980492
2026-01-05,188.13,193.59,186.16,37215,191.735,3894580,188.877196
2026-01-06,187.255,192.13,186.825,36545,190.44,3697948,189.223512
2026-01-07,189.17,191.335,186.56,30170,188.57,2716687,189.507895
2026-01-08,185.09,189.53,183.72,39747,189.04,3951943,185.448216
2026-01-09,184.82,186.325,183.735,28131,185.01,2646875,185.136366
2026-01-12,184.88,187.1,183.07,28558,183.185,2712269,185.509641
2026-01-13,185.79,188.1,183.41,33216,184.92,3415535,185.247954
2026-01-14,183.3,184.46,180.86,44417,184.325,4310903,182.015949
2026-01-15,187.15,189.7,186.34,41701,186.48,4338760,187.991725
2026-01-16,186.12,190.425,186.095,26360,188.985,2780304,188.195631
2026-01-20,178.15,182.315,177.65,46938,181.84,5032110,179.839985
2026-01-21,183.3,185.37,178.42,46480,179.06,5474004,181.874239
2026-01-22,184.84,186.16,183.93,32923,184.77,3498488,184.889845
2026-01-23,187.64,189.6,186.845,30658,187.51,3285830,187.848231
2026-01-26,186.41,189.115,186.0,23327,187.125,2582372,187.162227
2026-01-27,188.56,190.0,185.74,29887,187.29,3307933,188.726566
2026-01-28,191.52,192.335,189.845,30789,191.25,3032804,191.467418
2026-01-29,192.49,193.465,186.08,36821,191.265,3503730,189.561625
2026-01-30,191.13,194.475,189.485,46258,191.255,4306864,191.807862
2026-02-02,185.66,190.28,184.89,35260,187.2,3534375,187.819857
2026-02-03,180.28,186.185,176.245,51369,186.05,5177349,179.957889
2026-02-04,174.195,179.55,171.91,42256,179.43,4794069,175.173601
2026-02-05,171.82,176.795,171.11,54873,174.87,6856680,173.544704
2026-02-06,185.21,186.925,174.625,57817,176.55,6545464,183.391964
2026-02-09,189.92,193.655,184.065,52139,184.29,4904191,190.875086
2026-02-10,188.42,192.48,188.125,32654,191.375,3140267,189.458054
2026-02-11,189.98,193.23,188.78,40995,192.31,3358517,191.254152
2026-02-12,186.9,193.58,186.565,37968,192.98,3725199,189.58641
2026-02-13,182.78,187.405,181.6,39966,187.405,4199690,183.513691
2026-02-17,185.11,187.14,179.2,43753,181.75,4729350,183.623982
2026-02-18,187.89,190.37,186.77,36184,188.64,3858348,188.703373
2026-02-19,187.885,188.42,185.66,27651,187.02,2880200,186.996443
2026-02-20,189.76,190.32,185.95,47868,186.53,4749183,188.902265
2026-02-23,191.585,193.95,189.58,34475,191.405,3765048,191.409958
2026-02-24,192.865,193.75,187.43,37810,191.465,3784879,192.178574
2026-02-25,195.83,197.62,193.8,44685,194.47,4593038,196.296701
2026-02-26,185.295,194.13,184.605,51235,194.13,5055889,187.590562
